Name,Bio,Labels,Notable Releases,Link
Specimen A,N/A...,"Gorilla Warfare, Funktasty Crew Records, Elektroshok Records, 83, Break Beat Connection, DIRTY KITCHEN RAVE, Jungle Cakes",,https://drumandbassuk.com/artist/specimen-a
SpectraSoul,N/A...,"Arctic Lake, Ish Chat Music, Eko Records / Eko Music, Shogun Audio, Critical Music",,https://drumandbassuk.com/artist/spectrasoul
Speedwagon,N/A...,"Vibez' 93, Fokuz Recordings, Space Pirate Recordings, Radar Records, All Street Recordings, Influence Records, Influenza Media, Celsius Recordings",,https://drumandbassuk.com/artist/speedwagon
Spektiv,N/A...,"Addictive Behaviour Records, Overview Music, SOLITUDE UK, Grottingham, Transparent Audio, Lifestyle Music, Critical Music",,https://drumandbassuk.com/artist/spektiv
Spinline,N/A...,"Sofa Sound, Dispatch Recordings, Demand Records, BLKND, C4C Recordings, Horizons Music",,https://drumandbassuk.com/artist/spinline
splatii,N/A...,"Resurrection Community Records, Dirtbox Recordings",,https://drumandbassuk.com/artist/splatii
Spooly,N/A...,"Spooly Beats, 2923938 Records DK, Dana Lix",,https://drumandbassuk.com/artist/spooly
Spor,N/A...,"UKF, DeVice, mau5trap, Drum&BassArena, Sotto Voce",,https://drumandbassuk.com/artist/spor
S.P.Y,N/A...,"DnB Allstars, Hospital Records, DARKMTTR Records, Ministry of Sound Recordings, DnB Allstars Records, Shogun Audio",,https://drumandbassuk.com/artist/spy
Spyke,N/A...,"Soundfield, Atomrise Sounds, Karavan Records",,https://drumandbassuk.com/artist/spyke
Squad,N/A...,"Independent, GTM, Getamilli Music, 1479816 Records DK, Times Music, Squaded Up, Dedication Records",,https://drumandbassuk.com/artist/squad
ST Files,N/A...,"Ingredients Records, Dispatch Recordings, Br:nk, Hospital Records, GreyArea, C.I.A., Metalheadz",,https://drumandbassuk.com/artist/st-files
Stakka,N/A...,"3Beat, 3 Beat Music, Posk Music, Vault Recordings, Second Phase, Crucast",,https://drumandbassuk.com/artist/stakka
Stakka & Skynet,N/A...,"Audio Blueprint, Underfire Recordings",,https://drumandbassuk.com/artist/stakka-skynet
Stan SB,N/A...,"Liquicity, Liquicity Records, Subsphere Records",,https://drumandbassuk.com/artist/stan-sb
Standard Procedure DNB,N/A...,"G13 Records, Standard Procedure DNB, Starz & Deeza, Toddlah Music",,https://drumandbassuk.com/artist/standard-procedure-dnb
Stanza,N/A...,"Yamatai Records, AFT Records, Diffrent Music, Mainframe Recordings, Drum&BassArena",,https://drumandbassuk.com/artist/stanza
State of Mind,N/A...,"Blackout Music NL, Eatbrain, FATE Recordings, C4C Recordings",,https://drumandbassuk.com/artist/state-of-mind
Static,N/A...,"Independent, Cadence Recordings, Liquid Drops, Carypla Records, Static, ONE RECORDS, Gassed Up Audio, Evolution Records",,https://drumandbassuk.com/artist/static
Station Earth,N/A...,"Liquicity, Liquicity Records, Marble Recordings, Nemesis Recordings Digital",,https://drumandbassuk.com/artist/station-earth
Steampunk,N/A...,"Fuck Glam Records, Phantom Dub Digital, Storno Beatz Recordings, UMW Recordings Inc., Ten Ton Beats",,https://drumandbassuk.com/artist/steampunk
Steel Swatter,N/A...,"Lost In The Past Music, Paperfunk Recordings, Free BPM Organization",,https://drumandbassuk.com/artist/steel-swatter
Steppa Style,N/A...,"Raider Records, Mad Twinz, Steppa style & Julia Marks, Завораживающе records, Ozriderz, Ryda Records, StreetLife, Totally Dubwise Recordings, Break Beat Connection, Tonrecords",,https://drumandbassuk.com/artist/steppa-style
Stereotype,N/A...,"Overview Music, Driven AM Recordings, Banished Beats, RUN, Shogun Audio",,https://drumandbassuk.com/artist/stereotype
Stevie Hyper-D,N/A...,"Universal-Island Records Ltd., Low Down Deep Recordings",,https://drumandbassuk.com/artist/stevie-hyper-d
St.iff,N/A...,"Promo Audio recordings, P LAB Recordings, Soul Ex Machina, Urban Poetry Records, Drum Army, Tesseract Recordings, Ghost Snares",,https://drumandbassuk.com/artist/stiff
Still,N/A...,Lizard Heart Records,,https://drumandbassuk.com/artist/still
StillZ,N/A...,"Exert Records, DnB Allstars, OnlyDrums, Subway Soundz, Pick The Lock Records, NUCRU, Gradient Records, Low Down Deep Recordings",,https://drumandbassuk.com/artist/stillz
Stim Axel,N/A...,"Dope Records, Gunsta Records, КОСТЁР, /ракурс/",,https://drumandbassuk.com/artist/stim-axel
Stimpy,N/A...,"Citate Forms, Fokuz Recordings, Lost Recordings, Flight Pattern Records, Rexxx Records, Soul Trader Records, Identity Records UK, Celsius Recordings",,https://drumandbassuk.com/artist/stimpy
Stompz,N/A...,"Prototype Recordings Corporation, Bingo Bass, Underground Soundz, War On Silence, Subway Soundz, First Request, Propaganda Audio, Low Down Deep Recordings, Digital Terror Records",,https://drumandbassuk.com/artist/stompz
Stoner,N/A...,"Major League DnB, Faded Music, Delta9 Recordings, Close 2 Death, Citrus Recordings, Sinuous, Subculture Music, BNC Express, Celsius Recordings, Critical Music",,https://drumandbassuk.com/artist/stoner
Stonx,N/A...,"Neuropunk Records, VTO Records, Abducted LTD, Darkshire Sound DSFREE005, Zombie Cats, Stonx Music",,https://drumandbassuk.com/artist/stonx
STRANJAH,N/A...,"Bruised Records, Deviant Audio, Big Time Sound",,https://drumandbassuk.com/artist/stranjah
Stray,N/A...,"Exit Records, Critical Presents : Modulations, Critical Music, Blu Mar Ten Music",,https://drumandbassuk.com/artist/stray
Streetz Of Rage,N/A...,Formation Records,,https://drumandbassuk.com/artist/streetz-of-rage
Strife II,N/A...,"Liquicity, C Recordings, Celsius Recordings, Subsphere Records",,https://drumandbassuk.com/artist/strife-ii
Structure,N/A...,"Ouroboros Records, Fokuz Recordings, Первое музыкальное / GUSLI, Galacy, Data Music, Liquicity Records, Rush Records, Microfunk Music, Hospital Records, Peer Pressure, Shogun Audio",,https://drumandbassuk.com/artist/structure
Stuart Rowe,N/A...,"Riot Records, Grand Theft Audio Recordings UK, Stuart Rowe, Korsakov Music, Carnelian Music",,https://drumandbassuk.com/artist/stuart-rowe
Styke,N/A...,"Fokuz Recordings, The North Quarter, Differential Recordings, Eloisa Records, Galacy Records, Rosebay Music",,https://drumandbassuk.com/artist/styke
Sub Focus,N/A...,"Positiva, Positiva Records",,https://drumandbassuk.com/artist/sub-focus
Sub Killaz,N/A...,"Organized Grime Recordings, Exert Records, Serial Killaz, Octave Recordings, Gradient Records, Low Down Deep Recordings",,https://drumandbassuk.com/artist/sub-killaz
Sub Motionz,N/A...,Sub Motionz,,https://drumandbassuk.com/artist/sub-motionz
Sub Sonik,N/A...,"Underground Construction, Formation Records",,https://drumandbassuk.com/artist/sub-sonik
Sub Zero,N/A...,"Invicta Audio, N.W.S Digital, Crucast, ZOCO Records, Dope Ammo Records, Propaganda Audio, DnB Allstars Records, Low Down Deep Recordings",,https://drumandbassuk.com/artist/sub-zero
SUBBWELL,N/A...,"Subbwell, Bassfeature",,https://drumandbassuk.com/artist/subbwell
Subdue,N/A...,"Impact Music, Subdue Audio, Heavy Sonics Records, Transparent Audio, Counterpoint, Love For Low Frequencies, Terra Firma",,https://drumandbassuk.com/artist/subdue
Subject 13,N/A...,"Vibez Productions, R&S Records, Vibez Recordings, Phuzion Digital",,https://drumandbassuk.com/artist/subject-13
Sub:liminal,N/A...,"Fokuz Recordings, Vandal Ltd, Four Corners, Hospital Records, Galacy Records, Vandal Records",,https://drumandbassuk.com/artist/subliminal
Sublimit,N/A...,"Citate Forms, Dispatch Recordings, Sublimit, Eloisa Records, Four Corners, Random Concept Origins, Sinuous, Modular Carnage Recordings, Nu Venture Records",,https://drumandbassuk.com/artist/sublimit
Sublow Hz,N/A...,"Dope Ammo Records, CFG Music, BLACKCARTEL",,https://drumandbassuk.com/artist/sublow-hz
Submarine,N/A...,"Flexout Audio, 1985 Music, Archive Recordings, Vandal Records, Critical Music",,https://drumandbassuk.com/artist/submarine
Submatic,N/A...,"Influenza Media, Offworld Recordings, Soul Deep Recordings, Soul Deep Exclusives",,https://drumandbassuk.com/artist/submatic
Submatik,N/A...,"Submatik, Liquicity Records",,https://drumandbassuk.com/artist/submatik
Submerged,N/A...,"New Standard Elite, Ohm Resistance, Caffeine Chamber Recordings, Kvitnu",,https://drumandbassuk.com/artist/submerged
Submorphics,N/A...,"Spearhead Records, ThirtyOne Recordings, Rosebay Music",,https://drumandbassuk.com/artist/submorphics
Submotive,N/A...,"Sofa Sound, The North Quarter, The Sauce Recordings, Future Cut Recordings, Inspected, Metalheadz, Carbon Music, C4C Recordings",,https://drumandbassuk.com/artist/submotive
Subp Yao,N/A...,"Unchained Recordings, YUKU, Sorza, SATURATE!RECORDS, antispace, Philippe Esling, NonGrid",,https://drumandbassuk.com/artist/subp-yao
Subrix,N/A...,"Rollout Records, Beats In Mind, MO7 RECORDINGS, Lizplay Records, Dnbb Digital, Celsius Recordings, KUSH Records, Interstellar Audio, FLOODLIGHT WW, Deep Beat Records",,https://drumandbassuk.com/artist/subrix
Subsid,N/A...,"Smooth N Groove Records, Liquid Drops, NCounter Music, Soul Deep Recordings, Sheer Velocity Recordings, Dnbb Digital, Soul Deep Exclusives",,https://drumandbassuk.com/artist/subsid
Subsonic,N/A...,"UKF, Bassrush Records, Armada Music, DnB Allstars Records, Subsonic : Frequencies, Helix Records, ALITA, Xploded Music Limited",,https://drumandbassuk.com/artist/subsonic
Substrate,N/A...,"DigitalDub Recordings, arctic, PROX:LTD, Funkstuff Recordings",,https://drumandbassuk.com/artist/substrate
Subtension,N/A...,"HYBRID BLAK Records, Subtension Music, Ministerstvo nekultúry, NËU, GERGAZ, Vision Recordings",,https://drumandbassuk.com/artist/subtension
Subtifuge,N/A...,"Jungle Revolution Recordings, Sub-Woofah Records, The Foundation, Totally Dubwise Recordings",,https://drumandbassuk.com/artist/subtifuge
Subtle Element,N/A...,"Sofa Sound, BEAST MUSIC, Dispatch LTD, Bowlcut Beats, Ransaked Records, Sixteen Step Records, Engage Audio, Trust Audio, Ekou Recordings",,https://drumandbassuk.com/artist/subtle-element
Subwave,N/A...,"Fokuz Recordings, Первое музыкальное / GUSLI, Data Music, Hospital Records, Monstercat, Shogun Audio",,https://drumandbassuk.com/artist/subwave
Subway Funk,N/A...,"Liquid Drops, Silk Recordings, Digital Colours Recordings",,https://drumandbassuk.com/artist/subway-funk
Sudley,N/A...,"UKF, RAM Records, DnB Allstars, Octagon Discs, absrd, Hospital Records, Sweet Records, Elevate Records, Sudley, Crucast, Drum&BassArena, NUFORM",,https://drumandbassuk.com/artist/sudley
Sully,N/A...,"Uncertain Hour / Musique Nocturne, Uncertain Hour, Astrophonica, MYAKESH, Future Retro London, Circadian Rhythms / Future Retro London, FABRICLIVE.",,https://drumandbassuk.com/artist/sully
SumOne,N/A...,Planet Mu Records Ltd.,,https://drumandbassuk.com/artist/sumone
Sunchase,N/A...,"Medschool, 2222 Records, Kashtan",,https://drumandbassuk.com/artist/sunchase
Sunny Crimea,N/A...,"Fokuz Recordings, Intelligent Recordings, Influenza Media, Occulti Music, Live History Records, Flight Pattern Records, Respect Records",,https://drumandbassuk.com/artist/sunny-crimea
Supa Ape,N/A...,"Supa Records, Raider Records, Deep in the Jungle Records, OG Records, UK Jungle Records",,https://drumandbassuk.com/artist/supa-ape
Surreal,N/A...,"Spearhead Records, Fokuz Recordings, Innerground Records, Four Corners, Galacy Records",,https://drumandbassuk.com/artist/surreal
Survey,N/A...,"Flexout Audio, Dispatch Recordings, C4C Limited, Humanoid, CNVX",,https://drumandbassuk.com/artist/survey
Survival,N/A...,"Dispatch Blueprints, Audio Tactics, King Sinister, Under Exclusive License to GRADUATION*",,https://drumandbassuk.com/artist/survival
Sustance,N/A...,"Overview Music, Shogun Audio",,https://drumandbassuk.com/artist/sustance
SVB,N/A...,"Flexout Audio, IM:LTD, Sublvl Audio, Midas Touch Recordings, Huski Records",,https://drumandbassuk.com/artist/svb
Sweetpea,N/A...,"Sofa Sound, ThirtyOne Recordings, Hardcore Energy, V Recordings, Dispatch Blueprints, Phase Records DNB",,https://drumandbassuk.com/artist/sweetpea
Swifta,N/A...,"Higher Level, DnB Allstars, One Eighty Records, Wunsen Music, GZ Audio",,https://drumandbassuk.com/artist/swifta
switch/case,N/A...,"Transparent Audio, Flexout Audio, Demand Records",,https://drumandbassuk.com/artist/switchcase
Swizzy,N/A...,"NIDNB, Swizzy",,https://drumandbassuk.com/artist/swizzy
Swooladge,N/A...,"Owlpost, NITTY GRITTY RECORDINGS, GoldSky, Close 2 Death, You So Fat Records, Greypost Audio",,https://drumandbassuk.com/artist/swooladge
SYMTM,N/A...,"IN:DEEP Music, 4ORT.NIGHT",,https://drumandbassuk.com/artist/symtm
Synged,N/A...,IN:DEEP Music,,https://drumandbassuk.com/artist/synged
Synth Ethics,N/A...,"Overview Music, Flexout Audio, Domain, Guidance, Critical Music, The Dreamers Recordings",,https://drumandbassuk.com/artist/synth-ethics
Synthakt,N/A...,"L B Recordings, PRSPCT Recordings, Culture Assault Records, Algorythm Recordings",,https://drumandbassuk.com/artist/synthakt
Synthetic Journey,N/A...,"Monochrome Recordings, Independent, Sj recordings",,https://drumandbassuk.com/artist/synthetic-journey
SyRan,N/A...,"RAM Records, Weapon Audio, FiXT, Liftin Spirit Records, Skint Records",,https://drumandbassuk.com/artist/syran
T-Break,N/A...,"Kiwis + Coconuts, Omertà Recs, Da Demolition Squad, T-Break, Buried Treasure",,https://drumandbassuk.com/artist/t-break
T-Lex,N/A...,"Invicta Audio, Exert Records, Ego Project, BassLayerz Recordings, Alpha Circuit, Pick The Lock Records, Elevate Records, Crucast, Octave Recordings, Gradient Records",,https://drumandbassuk.com/artist/t-lex
T-Man,N/A...,"Overview Music, Infernal Sounds, Nuusic, Hospital Records, Endzone Entertainment, Elevate Records, Shogun Audio",,https://drumandbassuk.com/artist/t-man
T-O-M-I-X,N/A...,"Run Track Records, Drippyboiii Recordings, 8Ball Audio, Soul in Circuitry Records, Soul In Circuitry",,https://drumandbassuk.com/artist/t-o-m-i-x
T. Power,N/A...,Adastra Recordings,,https://drumandbassuk.com/artist/t-power
T & Sugah,N/A...,"UKF, Bassrush Records, Control Alt Delete, DnB Allstars, Liquicity Records, Monstercat, Elevate Records, High Tea Music",,https://drumandbassuk.com/artist/t-sugah
T95,N/A...,"Invicta Audio, DnB Allstars, Elevate Records, NUFORM, Low Down Deep Recordings",,https://drumandbassuk.com/artist/t95
Tantrum Desire,N/A...,"UKF, Rampage Recordings, Technique Recordings",,https://drumandbassuk.com/artist/tantrum-desire
Tanukichi,N/A...,"Night On Earth Records, RAM Records, Imagine Audio, Night On Earth, Neuroheadz",,https://drumandbassuk.com/artist/tanukichi
Tanz,N/A...,"TANZ-ILLA RECORDINGS, Multidimensional Music, Higher Level, CFG Music, Vokab, SUPA SUBS",,https://drumandbassuk.com/artist/tanz
Task Horizon,N/A...,"Eatbrain, Barcode Recordings, Evolution Chamber",,https://drumandbassuk.com/artist/task-horizon
Taxman,N/A...,"Organized Grime Recordings, Souped Up Records, TXM Recordings, Playaz Recordings, Viper Recordings, Dub Damage Recordings, Taxman",,https://drumandbassuk.com/artist/taxman
T:Base,N/A...,"Fokuz Recordings, SHOCKED RECORDS, Sub Wavelength Recordings, Liquid Drops, Lizplay Records, Flight Pattern Records, Celsius Recordings, C Recordings",,https://drumandbassuk.com/artist/tbase
TC,N/A...,"网易云音乐, RUN, Propa Talent, Crucast",,https://drumandbassuk.com/artist/tc
Technical Itch,N/A...,"Bad Chemistry Recordings, Tech Itch Digital",,https://drumandbassuk.com/artist/technical-itch
Technicolour,N/A...,"Spearhead Records, Fokuz Recordings, Technimatic Music, SGN:LTD, Rubik Digital, Bassdrive Tunes, Drum&BassArena, Integral Records",,https://drumandbassuk.com/artist/technicolour
Technimatic,N/A...,"UKF, Spearhead Records, Technimatic Music, Hospital Records, Liquicity",,https://drumandbassuk.com/artist/technimatic
Teddy Killerz,N/A...,"Souped Up Records, Crucast",,https://drumandbassuk.com/artist/teddy-killerz
Teebee,N/A...,"Subtitles Music (UK), Flexout Audio, Butterflies and Spikes Records, Subtitles Music Records, Sensationn Muzik Entertainment",,https://drumandbassuk.com/artist/teebee
Teej,N/A...,"Overview Music, Nyx Recordings, Dispatch Recordings, Flexout Audio, Waevs, Soulvent Records, Computer Integrated Audio, OCC Recordings, Critical Music",,https://drumandbassuk.com/artist/teej
Tekmanforce,N/A...,Dnbb Digital,,https://drumandbassuk.com/artist/tekmanforce
Teknik,N/A...,"Nice & Nasty, Stampgevaar Digital, Renegade Hardware, MA Entertainments, LDA, IBS",,https://drumandbassuk.com/artist/teknik
Tekon,N/A...,RAW UK,,https://drumandbassuk.com/artist/tekon
Telekinesis,N/A...,"Spring BassJam Records, Eatbrain, Obsessions, Blackout Music NL, Close 2 Death",,https://drumandbassuk.com/artist/telekinesis
Telomic,N/A...,"In The Lab Recordings, Galacy Records, Liquicity Records, Liquicity, Interstellar Audio, Keeno Music",,https://drumandbassuk.com/artist/telomic
Temam,N/A...,"Fragmented Recordings, Impact Music, Delta9 Recordings, Skankandbass, Studio Records, Soulvent Records, NËU",,https://drumandbassuk.com/artist/temam
Tempa,N/A...,Subway Soundz,,https://drumandbassuk.com/artist/tempa
Tempza,N/A...,"Spearhead Records, Fokuz Recordings, Independent, Tempza and Cooky, Hybrid Music, Tempza, Tempza x Emba x Dread MC, Tempza and Emba, Drum&BassArena, Ministry of Sound Recordings, Galacy Records",,https://drumandbassuk.com/artist/tempza
Temulent,N/A...,"Nervosa, Ohm Resistance, Mindocracy Recordings, Schedule One Recordings",,https://drumandbassuk.com/artist/temulent
Tengu,N/A...,"Eatbrain, YosH, Grand Theft Audio Recordings UK",,https://drumandbassuk.com/artist/tengu
Tenor Fly,N/A...,"Dread Recordings, Rekovery Records, Jamdown, Congo Natty Bass, Music of Life, Universal-Island Records Ltd., 9 Lives / Cato9 Music, Irish Moss Records, Uncommon Records, Run Tingz Recordings, Cato9music.com, Jungle Cakes",,https://drumandbassuk.com/artist/tenor-fly
Tephra & Arkoze,N/A...,"Dispatch LTD, Dispatch Recordings, Proximity Recordings, Rebel Music, Peer Pressure",,https://drumandbassuk.com/artist/tephra-arkoze
Terminal State,N/A...,"Future Thinkin Records, Soul Deep Recordings",,https://drumandbassuk.com/artist/terminal-state
Terminus,N/A...,"UKF, Drum&BassArena, A.R.T INC, Universal Music New Zealand Limited, Universal Music New Zealand Limited (Distribution), Terminus",,https://drumandbassuk.com/artist/terminus
Terravita,N/A...,"Disciple Round Table, Th3 CATS, Terravita Presents, Awertnex, Disciple",,https://drumandbassuk.com/artist/terravita
Terrence & Phillip,N/A...,"One Eighty Records, T&P Music",,https://drumandbassuk.com/artist/terrence-phillip
Tesen,N/A...,"Gorilla Warfare, Roadblock Records, DnB Allstars, BassLayerz Recordings, Warning Recordings, Sweet Tooth Recordings, High Tea Music, Octave Recordings, NUFORM",,https://drumandbassuk.com/artist/tesen
THE ANXIENTS,N/A...,4ORT.NIGHT,,https://drumandbassuk.com/artist/the-anxients
The Archangel,N/A...,1648102 Records DK,,https://drumandbassuk.com/artist/the-archangel
The Burbs,N/A...,Vibration Records Ltd,,https://drumandbassuk.com/artist/the-burbs
The Burner Brothers,N/A...,Patrol The Skies Music,,https://drumandbassuk.com/artist/the-burner-brothers
The Caracal Project,N/A...,"UKF, The Caracal Project, Pilot.",,https://drumandbassuk.com/artist/the-caracal-project
The Clamps,N/A...,"Hanzom Music, Skamele Recordings, SINFUL MAZE, Karnage Records, Kosenprod, Code Smell, C4C Recordings",,https://drumandbassuk.com/artist/the-clamps
The Fi5th,N/A...,"Eatbrain, Dirtbox Recordings, Skamele Recordings, Stonx Music, Warlock Audio, Evolution Chamber",,https://drumandbassuk.com/artist/the-fi5th
The Force,N/A...,"Passion & Divine, BD Records, Non Stop Music, Earforce, The Force, NUTRAX UK, Cherry Red Records",,https://drumandbassuk.com/artist/the-force
The Funktastics,N/A...,"Spin Recordings, Flavor Paris, Sidechain-Music, SGN:LTD, Under Pressure France",,https://drumandbassuk.com/artist/the-funktastics
The Ganja Kru,N/A...,"Parousia, True Playaz, Bingo Bass",,https://drumandbassuk.com/artist/the-ganja-kru
The Green Man (TGM),N/A...,"Santorin, Beatalistics, basswerk, MusicHub",,https://drumandbassuk.com/artist/the-green-man-tgm
The H2O,N/A...,"Tonrecords, Paperfunk Recordings",,https://drumandbassuk.com/artist/the-h2o
The Hard Way,N/A...,PRSPCT Recordings,,https://drumandbassuk.com/artist/the-hard-way
The Intelligent Jungalist,N/A...,Ruff Guidance Records,,https://drumandbassuk.com/artist/the-intelligent-jungalist
The Levels,N/A...,The Levels Music,,https://drumandbassuk.com/artist/the-levels
The Mighty Dreadnaut,N/A...,"Hum Fi Drum, Satta Sounds, Deep in the Jungle Records",,https://drumandbassuk.com/artist/the-mighty-dreadnaut
The Nightfly,N/A...,"Ragigrooves, Dig-It International, Soul Flex Digital",,https://drumandbassuk.com/artist/the-nightfly
The Outside Agency,N/A...,"PRSPCT Recordings, Mokum Records, Genosha One Seven Five, Karnage Records, Hong Kong Violence, Barcode Recordings, Genosha Recordings, Promo Test, Thunderdome Music",,https://drumandbassuk.com/artist/the-outside-agency
The Outsiders,N/A...,"Liquicity Records, Sophie Straat, Liquicity, Galacy Records, Vision Recordings",,https://drumandbassuk.com/artist/the-outsiders
The Panacea,N/A...,"Position Chrome, L B Recordings, PRSPCT Recordings, Intransigent Recordings",,https://drumandbassuk.com/artist/the-panacea
The Prototypes,N/A...,"Get Hype Records, Bassrush Records, The Prototypes, Roadblock Records",,https://drumandbassuk.com/artist/the-prototypes
The Qemists,N/A...,"Be Electric Media, Ninja Tune, Blackout Music NL, Just Isn't Music, FiXT, Be Electric",,https://drumandbassuk.com/artist/the-qemists
The Ragga Twins,N/A...,Gravadora Novos Horizontes,,https://drumandbassuk.com/artist/the-ragga-twins
The Rhythm Riders,N/A...,Sub Slayers,,https://drumandbassuk.com/artist/the-rhythm-riders
The Sauce,N/A...,"Sofa Sound, The Sauce Recordings, Symmetry Recordings, V Recordings",,https://drumandbassuk.com/artist/the-sauce
The Third Eye Foundation,N/A...,"FatCat Records, Ici d'ailleurs, Ici, d'ailleurs, Domino Recording Co",,https://drumandbassuk.com/artist/the-third-eye-foundation
The Untouchables,N/A...,"Samurai Music, DNO Records, Artikal Music UK, Onset Audio, Dungeon Beats, One.Seventy",,https://drumandbassuk.com/artist/the-untouchables
The Upbeats,N/A...,"Quiet, MODUS, The Upbeats, RUN, VISION",,https://drumandbassuk.com/artist/the-upbeats
The Vanguard Project,N/A...,"Spearhead Records, Drum&BassArena, Fokuz Recordings, UKF",,https://drumandbassuk.com/artist/the-vanguard-project
Theatrix,N/A...,"Divination Recordings, YANA Music, Beats In Mind",,https://drumandbassuk.com/artist/theatrix
Theory,N/A...,"Flexout Audio, Dispatch Recordings, C4C Limited, Shafer record, Theory, Humanoid, Rupture LDN",,https://drumandbassuk.com/artist/theory
theStandard,N/A...,"Urban Hybrid, Twist Recordings, UP4IT? Recordings, Mutant Species Records, 0121 Recordings, Kartoons",,https://drumandbassuk.com/artist/thestandard
They Live,N/A...,Exit Records,,https://drumandbassuk.com/artist/they-live
Thez,N/A...,"SINFUL MAZE, Neksus Sound, Plat:form, Thez",,https://drumandbassuk.com/artist/thez
Thiago Pery,N/A...,"Liquid Flavours Records, Soul Deep Digital, DNBB Recordings, Rotation Deep UK, Atmomatix Records, Soul Source Recordings, Deconstructed Recordings",,https://drumandbassuk.com/artist/thiago-pery
Think Tonk,N/A...,"Nice Up!, Precinct, Jungle Mania Recordings, V Recordings, Space Cadet, Gossip, Breakbeat Kaos",,https://drumandbassuk.com/artist/think-tonk
Third Law,N/A...,"WAXXEYE, OG Limited, NSPK, 4ORT.NIGHT",,https://drumandbassuk.com/artist/third-law
Thrasher,N/A...,"Deathchant Records, PRSPCT Recordings, Barcode Recordings",,https://drumandbassuk.com/artist/thrasher
Thread,N/A...,"Overview Music, Gemini Gemini, Flexout Audio, Transparent Audio, Must Make Music, Obsolete Medium, Integral Records",,https://drumandbassuk.com/artist/thread
THUGWIDOW,N/A...,"Hooversound Recordings, Bukva Sound, Badlands, Cheeky Sneakers, Western Lore, PROGRAMM LTD, Insult To Injury",,https://drumandbassuk.com/artist/thugwidow
Thunda Banton,N/A...,"Underground Bass Audio, Asbo Records, Rinse / KOOL, Sunship Recordings, Mammoth Muzik",,https://drumandbassuk.com/artist/thunda-banton
T>I,N/A...,"Sofa Sound, Dispatch Recordings, Serial Killaz, Trust Audio, RUN, VISION, Critical Music",,https://drumandbassuk.com/artist/ti
Ticky,N/A...,"POV Audio, Rabbit Hole",,https://drumandbassuk.com/artist/ticky
Tiknology,N/A...,"Amplifire audio, 1695307 Records DK, Shidzen Music",,https://drumandbassuk.com/artist/tiknology
Tim Cant,N/A...,"Luvdisaster Records, Soul Deep Recordings, Sheer Velocity Recordings, Jazzsticks Recordings, Influenza Media, Soul Bros. Records, Offworld Recordings, Soul Deep Exclusives",,https://drumandbassuk.com/artist/tim-cant
Tim Reaper,N/A...,"Pizza Hotline, dh2, Tim Reaper, Rinse / KOOL, Globex Corp, Astrophonica, Mindgames, Love & Other, FABRICLIVE.",,https://drumandbassuk.com/artist/tim-reaper
TMPZ,N/A...,"Beats In Mind, Rollout Records, Four Corners, Reforest Records",,https://drumandbassuk.com/artist/tmpz
TMSV,N/A...,"Perfect Records (NL), Deadbeats, death by dagger",,https://drumandbassuk.com/artist/tmsv
TNTKLZ,N/A...,"Eatbrain, Hoofbeats Music, Neuropunk Records, Neksus Sound, Evolution Chamber",,https://drumandbassuk.com/artist/tntklz
Toddlah,N/A...,"Riot Records, Tomorrowland Music, ReeWired Records, Toddlah Music, Standard Procedure DNB, FLOODLIGHT WW, C Recordings, Lunar Records",,https://drumandbassuk.com/artist/toddlah
Toez,N/A...,"Smooth N Groove Records, Liquid Drops, D-LiQ Records, Soul Deep Recordings, Flight Pattern Records, Soul Bros. Records, Omni Music, Soul Source Recordings, Nu Venture Records",,https://drumandbassuk.com/artist/toez
Tokalosh,N/A...,"Fokuz Recordings, Soul Rebel Recordings, Soul Deep Recordings, Rush Records, Influenza Media, Soul Bros. Records, Celsius Recordings",,https://drumandbassuk.com/artist/tokalosh
Tom & Jerry,N/A...,"Lumi OMP, Wormland Gold, Beth Montana, Nouveau Niveau Records, Wormland Black, LYD, CTS Digital, Classic Cartoons, ViewFinder Music",,https://drumandbassuk.com/artist/tom-jerry
Tom Small,N/A...,"Intelligent Recordings, Flexout Audio, Deafmuted Records, Proximity Recordings, Margin Audio",,https://drumandbassuk.com/artist/tom-small
Tomek N,N/A...,"Free From Sleep Records, Deep Revelations Records, Liquid Tones",,https://drumandbassuk.com/artist/tomek-n
TomInTheChamber,N/A...,"Precinct, Pilot., Jelani Blackman, Soulvent Records, Gossip, Liquicity, REFRACTA, DnB Allstars Records, 101 Music",,https://drumandbassuk.com/artist/tominthechamber
Tomoyoshi,N/A...,"Grand Nu, Wrap Up Records, T3K, Grid Recordings UK, Dance Concept, Faces Of Jungle, Scoped Sounds, Audio Addict Records, Low Down Deep Recordings",,https://drumandbassuk.com/artist/tomoyoshi
Tony Future,N/A...,Organic 303,,https://drumandbassuk.com/artist/tony-future
Too Greezey,N/A...,"Independent, Amusement Audio, Iron Fist Audio, Nuke Records, NRG Sound, Sub-liminal Recordings, Redrum Records",,https://drumandbassuk.com/artist/too-greezey
Top Cat,N/A...,"Nice Up!, SUPA SUBS, 9 Lives / Cato9 Music, PointBlank Records, StreetLife, Run Tingz Recordings, Jungle Cakes, Hot Cakes",,https://drumandbassuk.com/artist/top-cat
